temp,visib,day,mo,year,NUM_COLLISIONS
71,7.6,1,09,2016,680
64,7,1,09,2016,419
65.1,10,1,09,2016,648
55.2,10,1,09,2016,623
71.1,8.7,2,09,2016,619
64.1,10,2,09,2016,779
65.4,7.1,2,09,2016,659
69.9,7.9,2,09,2016,626
68.4,10,3,09,2016,779
70.3,8.4,3,09,2016,648
63.1,5.7,3,09,2016,637
70,5.3,3,09,2016,621
68.5,6.3,4,09,2016,717
67.2,10,4,09,2016,660
60,9.3,4,09,2016,624
71.5,9.7,4,09,2016,675
64.5,10,4,09,2016,757
57.7,10,5,09,2016,780
71.4,5.9,5,09,2016,715
66.3,9.5,5,09,2016,812
60.1,7.8,5,09,2016,872
69.2,9.4,5,09,2016,697
62.6,9.7,6,09,2016,646
60.7,10,6,09,2016,612
71.9,6.7,6,09,2016,598
63.2,10,6,09,2016,498
57.6,10,7,09,2016,572
65.3,10,7,09,2016,466
71.3,6.4,7,09,2016,538
70.6,9.3,7,09,2016,535
57.5,9.9,1,10,2016,573
60.5,9.9,1,10,2016,490
54.1,8,1,10,2016,539
48.3,8.2,1,10,2016,655
64.5,8.4,1,10,2016,585
49.1,10,2,10,2016,566
63.8,4.6,2,10,2016,590
54.3,10,2,10,2016,739
60.5,9.7,2,10,2016,523
44.7,10,3,10,2016,706
65.6,6.4,3,10,2016,676
58.7,10,3,10,2016,695
52.8,10,3,10,2016,498
60.4,9.1,4,10,2016,662
57.3,10,4,10,2016,764
46.5,9.8,4,10,2016,831
59.6,9.9,4,10,2016,757
55.9,10,5,10,2016,767
64.6,6,5,10,2016,851
51.8,7.7,5,10,2016,798
55.6,6.9,5,10,2016,754
51,8.8,6,10,2016,614
61.3,3.5,6,10,2016,629
50.5,10,6,10,2016,641
62,1.7,6,10,2016,581
58.7,8.5,6,10,2016,633
53.7,10,7,10,2016,534
61.3,4.4,7,10,2016,486
62.2,6.4,7,10,2016,480
61.1,9.3,7,10,2016,557
55.2,10,7,10,2016,503
38.8,10,1,11,2016,684
47.4,9.6,1,11,2016,699
54.4,9.6,1,11,2016,668
39.5,10,1,11,2016,647
46.2,10,2,11,2016,732
37.7,10,2,11,2016,765
47.2,10,2,11,2016,620
54.8,8.6,2,11,2016,741
43.8,8.5,2,11,2016,752
55.9,10,3,11,2016,665
51.6,8.8,3,11,2016,541
37.1,10,3,11,2016,807
52.9,4.1,3,11,2016,730
54.4,8,3,11,2016,705
42.2,10,4,11,2016,428
48.6,9.6,4,11,2016,707
49.4,10,4,11,2016,706
58.8,5.1,4,11,2016,689
48.6,10,5,11,2016,455
50.9,10,5,11,2016,776
54.9,10,5,11,2016,665
53.6,10,5,11,2016,777
47.8,10,6,11,2016,626
50.1,6.6,6,11,2016,692
42.1,10,6,11,2016,603
47,6.8,6,11,2016,463
49.9,9,7,11,2016,532
47,5.5,7,11,2016,529
51.3,10,7,11,2016,518
43.4,10,7,11,2016,466
43.6,6.5,1,12,2016,665
35.3,9.9,1,12,2016,722
36.4,10,1,12,2016,394
37.9,9.5,1,12,2016,791
34.8,10,2,12,2016,719
41.7,10,2,12,2016,711
49.8,4.4,2,12,2016,569
39.7,9.8,2,12,2016,630
38.8,10,3,12,2016,676
39.1,10,3,12,2016,546
42.8,8.8,3,12,2016,637
41.2,9.8,3,12,2016,689
38.9,10,4,12,2016,700
42.7,9.8,4,12,2016,635
53.4,6.6,4,12,2016,734
29.8,8.8,4,12,2016,749
37.3,8.6,4,12,2016,542
39,10,5,12,2016,692
36.6,10,5,12,2016,701
46.4,10,5,12,2016,690
40.4,9.5,5,12,2016,583
18.2,10,5,12,2016,792
36.2,5.9,6,12,2016,623
35.8,10,6,12,2016,465
44.1,8.2,6,12,2016,554
43.8,10,6,12,2016,592
28.2,10,6,12,2016,555
38.2,10,7,12,2016,482
49.8,2.5,7,12,2016,521
29.9,10,7,12,2016,522
40.4,10,7,12,2016,365
31.6,10,1,01,2017,477
18.3,10,1,01,2017,669
40.9,8.8,1,01,2017,667
34,9.7,1,01,2017,545
37.4,10,1,01,2017,449
40,9.6,2,01,2017,657
35.6,10,2,01,2017,597
48.9,2.3,2,01,2017,564
28.1,8.2,2,01,2017,571
44.3,5.4,2,01,2017,659
41.6,4.5,3,01,2017,549
41.1,8.5,3,01,2017,576
45,6.5,3,01,2017,629
46.5,6.2,3,01,2017,590
36.4,10,4,01,2017,552
40.7,7.4,4,01,2017,610
44.3,9,4,01,2017,563
47.8,5.4,4,01,2017,646
39.9,10,5,01,2017,605
46.8,7.2,5,01,2017,604
42.1,9.9,5,01,2017,583
31.7,6.1,5,01,2017,600
29.8,10,6,01,2017,495
38.7,10,6,01,2017,501
42.3,6.7,6,01,2017,475
31.3,5.7,6,01,2017,896
24.1,6.1,7,01,2017,406
33.6,9,7,01,2017,490
38,9.9,7,01,2017,428
43.2,4.5,7,01,2017,411
44.4,9,7,01,2017,485
39.1,10,1,02,2017,540
41.9,10,1,02,2017,428
35.9,6.5,1,02,2017,642
37.5,10,1,02,2017,568
38.1,8.4,2,02,2017,626
37.1,10,2,02,2017,483
44.2,9,2,02,2017,591
30.1,10,2,02,2017,688
40.6,9.7,3,02,2017,477
36.6,7.5,3,02,2017,603
38.7,9.7,3,02,2017,574
46.2,2.8,3,02,2017,673
37.7,10,4,02,2017,586
44,5.2,4,02,2017,581
36.1,9.2,4,02,2017,652
38.1,7,4,02,2017,507
21,7.9,5,02,2017,708
47.5,6.9,5,02,2017,657
31.8,10,5,02,2017,680
30.9,10,5,02,2017,609
32,8.4,6,02,2017,511
28.4,10,6,02,2017,541
37,9.8,6,02,2017,570
49.8,6.5,6,02,2017,573
35.6,7.9,7,02,2017,439
47.8,9.5,7,02,2017,438
43,7.3,7,02,2017,462
36.1,9.5,7,02,2017,429
28.9,10,1,03,2017,618
42,6.4,1,03,2017,629
21.9,10,1,03,2017,792
39.2,9.4,1,03,2017,750
39.9,10,2,03,2017,636
40.7,5,2,03,2017,592
36.3,6,2,03,2017,374
36.7,9.2,2,03,2017,637
29.8,7.5,3,03,2017,650
38.6,10,3,03,2017,617
45.9,5.5,3,03,2017,609
41.9,8.3,3,03,2017,672
47.4,2,3,03,2017,571
28.5,9.8,4,03,2017,839
40,10,4,03,2017,639
45.9,9.1,4,03,2017,665
47.8,6.9,4,03,2017,653
26.4,10,4,03,2017,703
33,10,5,03,2017,756
33.2,10,5,03,2017,745
35.5,5.8,5,03,2017,612
35.3,9.9,5,03,2017,654
37.6,9.2,5,03,2017,753
22.9,9.9,6,03,2017,536
42.9,8.2,6,03,2017,571
34.7,10,6,03,2017,504
22.5,9.4,6,03,2017,548
20.8,10,7,03,2017,489
37,9.5,7,03,2017,456
20,10,7,03,2017,516
36,5.6,7,03,2017,550
43,10,1,04,2017,646
56.4,8.7,1,04,2017,488
46.9,10,1,04,2017,634
46.6,10,1,04,2017,541
42.9,6.3,2,04,2017,598
47.8,10,2,04,2017,516
49.8,8.8,2,04,2017,519
49.7,6.7,2,04,2017,723
41.7,10,3,04,2017,580
49.1,8.3,3,04,2017,540
53.1,1.1,3,04,2017,630
42.6,7.8,3,04,2017,587
47.5,5.9,4,04,2017,632
52.9,3,4,04,2017,688
41.9,7.9,4,04,2017,713
49.8,9.5,4,04,2017,590
53.1,3.3,5,04,2017,857
47.8,6.9,5,04,2017,694
47.5,10,5,04,2017,515
45.7,4.6,5,04,2017,690
43.9,9.8,6,04,2017,627
54.2,2.7,6,04,2017,661
46.7,5.7,6,04,2017,551
39.8,3.3,6,04,2017,591
46.8,9.7,6,04,2017,495
51.9,5.3,7,04,2017,481
39.7,9.3,7,04,2017,514
46.3,10,7,04,2017,541
46.5,10,7,04,2017,517
53.4,9.8,7,04,2017,470
50,10,1,05,2017,638
51.1,10,1,05,2017,729
51.4,9.5,1,05,2017,719
49.6,8.1,1,05,2017,371
49.3,5,1,05,2017,639
56.8,7.5,2,05,2017,659
53.5,8.1,2,05,2017,647
55.4,2.2,2,05,2017,743
57.5,10,2,05,2017,694
48.3,10,2,05,2017,651
57.9,9.8,3,05,2017,753
55.4,3.6,3,05,2017,669
53.9,9,3,05,2017,641
54.7,9.5,3,05,2017,714
48.7,9.9,3,05,2017,668
49.5,10,4,05,2017,686
51.5,10,4,05,2017,701
53.8,5.6,4,05,2017,742
60.1,7,4,05,2017,911
55.4,6.2,5,05,2017,776
49.4,7.6,5,05,2017,776
59.6,6.2,5,05,2017,974
48.6,9.7,5,05,2017,817
55.1,2.6,6,05,2017,685
56.3,10,6,05,2017,612
47.9,10,6,05,2017,683
57.5,10,6,05,2017,475
52.5,7.1,7,05,2017,514
52.7,10,7,05,2017,618
51.8,9.4,7,05,2017,474
50.4,5.6,7,05,2017,633
56.6,7,1,06,2017,656
66.7,9.8,1,06,2017,669
66,8,1,06,2017,804
64.7,0.9,1,06,2017,819
52.4,5.1,2,06,2017,660
67.3,7.6,2,06,2017,829
64.3,9.9,2,06,2017,757
63.4,1.1,2,06,2017,813
54.5,8.4,3,06,2017,675
67.1,9.3,3,06,2017,754
65.4,9.9,3,06,2017,730
62.6,5.4,3,06,2017,744
65.6,9.9,4,06,2017,767
57.2,10,4,06,2017,771
52.7,9.2,4,06,2017,660
65.8,7.8,4,06,2017,845
55.7,3,4,06,2017,654
58.2,8.3,5,06,2017,737
66.9,8.8,5,06,2017,747
59.8,9.9,5,06,2017,657
57.6,9.1,5,06,2017,770
64.9,6.3,5,06,2017,793
60.4,9.3,6,06,2017,665
56.9,10,6,06,2017,637
61.7,4.3,6,06,2017,654
67.2,4.6,6,06,2017,753
58,10,7,06,2017,468
68.8,9.4,7,06,2017,590
63.8,0.7,7,06,2017,593
61.5,9.3,7,06,2017,702
63.9,10,1,07,2017,656
63,7.5,1,07,2017,620
70.9,8.2,1,07,2017,617
68.3,9.6,1,07,2017,667
67.3,3.9,1,07,2017,639
72,9.8,2,07,2017,424
62.8,9.5,2,07,2017,595
69.4,4,2,07,2017,706
68.8,2.7,2,07,2017,638
63.6,10,3,07,2017,635
71.6,4.2,3,07,2017,747
67.9,9.9,3,07,2017,706
70.8,1.8,3,07,2017,677
70.8,4.4,4,07,2017,759
61.8,10,4,07,2017,610
74.7,5.3,4,07,2017,774
61.7,9.9,4,07,2017,611
66,5.2,5,07,2017,674
69.2,10,5,07,2017,685
75.6,5.7,5,07,2017,733
63.7,9,5,07,2017,707
67.3,5.4,6,07,2017,585
74,8.8,6,07,2017,648
65.1,6.9,6,07,2017,512
67.7,5.9,6,07,2017,595
64.3,8.4,6,07,2017,649
68.4,8.7,7,07,2017,554
69.6,9.3,7,07,2017,512
68.7,4.2,7,07,2017,537
69.3,5.8,7,07,2017,515
67.1,9.6,7,07,2017,606
62.7,10,1,08,2017,584
67.5,10,1,08,2017,606
67.7,6.1,1,08,2017,602
69.9,9.8,1,08,2017,627
68.2,10,2,08,2017,705
62,9.9,2,08,2017,614
65.2,7.8,2,08,2017,631
67.8,4.3,2,08,2017,577
70.5,6.4,2,08,2017,684
72.3,6.3,3,08,2017,629
61.8,7,3,08,2017,671
67.1,8.2,3,08,2017,655
68.6,9.9,3,08,2017,618
71.1,6.8,3,08,2017,600
66.2,9.6,4,08,2017,618
67.8,8.8,4,08,2017,650
67.5,9.1,4,08,2017,713
70,10,4,08,2017,631
68,9.1,4,08,2017,639
67.7,2.9,5,08,2017,758
66.4,10,5,08,2017,633
66.6,8,5,08,2017,612
67.6,9.3,5,08,2017,655
64.1,9.9,6,08,2017,570
67.7,2.5,6,08,2017,573
71.8,5.6,6,08,2017,638
65.9,4.2,6,08,2017,526
62.3,10,7,08,2017,498
69.4,9.5,7,08,2017,519
72.8,6.3,7,08,2017,538
71,6.1,7,08,2017,563
63.6,10,1,09,2017,735
64.2,2.8,1,09,2017,726
65.7,3.4,1,09,2017,672
65.4,9.6,1,09,2017,532
65.3,10,2,09,2017,680
65.9,2.6,2,09,2017,656
65.5,3.3,2,09,2017,661
68.1,6.9,2,09,2017,707
66.1,3.2,3,09,2017,583
69.6,6,3,09,2017,608
67.5,9.5,3,09,2017,738
68.7,1.5,3,09,2017,696
67.1,7.9,4,09,2017,790
69.4,4.9,4,09,2017,740
67.4,5.1,4,09,2017,728
63.9,3.4,4,09,2017,535
67.9,6.7,5,09,2017,827
62.7,10,5,09,2017,681
61.3,2.8,5,09,2017,614
65.4,9.5,5,09,2017,740
59.6,10,5,09,2017,757
56.3,9.8,6,09,2017,550
58.7,10,6,09,2017,562
63.1,10,6,09,2017,608
62.6,2.1,6,09,2017,631
66.8,4.6,6,09,2017,623
60,6.7,7,09,2017,518
61.1,9.7,7,09,2017,533
64.7,4.8,7,09,2017,586
65.3,3.7,7,09,2017,587
58,10,1,10,2017,739
59.5,6.5,1,10,2017,669
66.3,6.2,1,10,2017,546
62.3,8.8,1,10,2017,641
60.4,6.9,1,10,2017,832
54.1,10,2,10,2017,687
51.1,10,2,10,2017,736
68.8,5.9,2,10,2017,768
57.7,10,2,10,2017,696
64.3,8.7,2,10,2017,685
59.3,10,3,10,2017,711
56.7,10,3,10,2017,737
62.1,10,3,10,2017,628
65.1,4.9,3,10,2017,648
57.1,10,4,10,2017,603
63.7,8.4,4,10,2017,657
60.1,7.8,4,10,2017,658
59.7,10,4,10,2017,766
62,10,5,10,2017,823
64.9,7.4,5,10,2017,649
54.1,10,5,10,2017,759
56.4,10,5,10,2017,658
62.4,6.7,6,10,2017,567
63.8,3.9,6,10,2017,570
58.8,10,6,10,2017,583
55.1,10,6,10,2017,615
55.5,10,7,10,2017,571
63.3,1.4,7,10,2017,496
65.8,9.2,7,10,2017,521
60.6,10,7,10,2017,528
60.4,9.6,7,10,2017,613
48.8,10,1,11,2017,699
43,10,1,11,2017,635
62.2,7.4,1,11,2017,682
40.5,10,1,11,2017,748
37.9,10,2,11,2017,649
53,9.8,2,11,2017,710
51.1,10,2,11,2017,790
46.1,10,2,11,2017,647
52.2,9.8,3,11,2017,701
43.9,10,3,11,2017,713
54.2,8,3,11,2017,774
50.6,10,3,11,2017,607
47,9.7,3,11,2017,662
38.7,10,4,11,2017,469
46.6,8.9,4,11,2017,811
48.3,10,4,11,2017,702
58.9,10,4,11,2017,746
43.2,10,4,11,2017,663
44.6,10,5,11,2017,724
58.7,3.4,5,11,2017,776
43.8,9.9,5,11,2017,814
40.8,10,5,11,2017,502
43.5,10,6,11,2017,629
50.1,10,6,11,2017,456
53.6,9.3,6,11,2017,613
30.2,10,6,11,2017,623
48.9,9.9,7,11,2017,485
54.5,10,7,11,2017,519
35.8,10,7,11,2017,539
54.8,7.8,7,11,2017,573
38.4,9.8,1,12,2017,725
32.7,9.7,1,12,2017,706
40.9,10,1,12,2017,684
41.1,7.9,1,12,2017,333
29.5,10,2,12,2017,543
42,10,2,12,2017,704
44.9,9.3,2,12,2017,657
42.6,9.7,2,12,2017,687
21.9,10,3,12,2017,577
32.8,9.2,3,12,2017,709
51.3,7.9,3,12,2017,651
44.3,9.9,3,12,2017,700
15.3,10,4,12,2017,609
28.2,8.1,4,12,2017,883
43.4,10,4,12,2017,693
32.4,10,4,12,2017,742
41,10,5,12,2017,682
13.7,9.5,5,12,2017,598
25.1,9.3,5,12,2017,999
32.7,9.7,5,12,2017,720
48.2,10,5,12,2017,772
38.7,7.8,6,12,2017,538
16.7,9.3,6,12,2017,565
30.9,8,6,12,2017,661
45.6,3.2,6,12,2017,565
42.5,10,6,12,2017,575
41.9,8.8,7,12,2017,469
21,4.9,7,12,2017,462
27.6,10,7,12,2017,547
39,9,7,12,2017,513
42.6,10,7,12,2017,448
9.5,10,1,01,2018,453
31.6,9.1,1,01,2018,523
36.4,7.6,1,01,2018,559
40.3,6.9,1,01,2018,531
35,9.9,1,01,2018,720
14.7,10,2,01,2018,654
45.3,4.4,2,01,2018,531
32.3,8.2,2,01,2018,617
38.3,9.3,2,01,2018,684
31.9,4.3,2,01,2018,579
36,5.5,3,01,2018,611
41.1,8.8,3,01,2018,615
25,10,3,01,2018,596
31.4,10,3,01,2018,687
25.6,10,3,01,2018,645
28,10,4,01,2018,602
37.1,5.9,4,01,2018,464
38.5,10,4,01,2018,696
32.4,8.4,4,01,2018,634
25.3,10,5,01,2018,677
23,9.5,5,01,2018,700
43.7,5.6,5,01,2018,704
28.9,10,5,01,2018,599
36.8,10,6,01,2018,510
38.1,10,6,01,2018,530
45.4,3,6,01,2018,603
13.2,10,6,01,2018,599
39.7,10,7,01,2018,418
9.3,10,7,01,2018,475
43.4,4.4,7,01,2018,412
27,10,7,01,2018,494
45,3.9,1,02,2018,543
42.1,6.5,1,02,2018,557
38.1,9.6,1,02,2018,435
42.5,5.1,1,02,2018,706
40.3,10,2,02,2018,631
31.5,10,2,02,2018,613
30,10,2,02,2018,545
45.6,2.9,2,02,2018,535
42.6,10,3,02,2018,654
36.9,8.5,3,02,2018,671
36.4,8.4,3,02,2018,653
45.9,0.2,3,02,2018,601
38.3,9.4,4,02,2018,594
34.6,8.4,4,02,2018,616
40.8,2.2,4,02,2018,645
43.1,8.3,4,02,2018,550
34.2,6.4,5,02,2018,617
37.5,9.7,5,02,2018,548
44.8,2.9,5,02,2018,582
28.3,10,5,02,2018,583
35.9,10,6,02,2018,604
41.6,9,6,02,2018,549
42.3,5,6,02,2018,540
19.8,10,6,02,2018,478
37.8,9.1,7,02,2018,541
46.3,1.2,7,02,2018,479
42.5,6.4,7,02,2018,448
39.4,8.3,7,02,2018,472
30.5,10,1,03,2018,686
36.7,10,1,03,2018,679
36.4,10,1,03,2018,710
37.8,8.2,1,03,2018,616
35,3.4,2,03,2018,578
37.6,10,2,03,2018,627
32.5,10,2,03,2018,597
37.7,10,2,03,2018,676
36.8,8.6,3,03,2018,477
38.1,8.9,3,03,2018,517
34.8,9.7,3,03,2018,652
40.4,10,3,03,2018,629
39.6,8.2,4,03,2018,633
46.7,10,4,03,2018,619
36.1,6.6,4,03,2018,760
36.5,9.7,4,03,2018,689
41.6,8.1,4,03,2018,613
35.5,9.6,5,03,2018,751
37.5,10,5,03,2018,732
45.3,5.1,5,03,2018,884
36.1,10,5,03,2018,753
46.8,2.1,5,03,2018,580
33.3,10,6,03,2018,562
38.1,10,6,03,2018,567
40.2,6.2,6,03,2018,609
43.6,9.6,6,03,2018,589
36.3,10,6,03,2018,550
27.2,10,7,03,2018,526
39.6,9.9,7,03,2018,457
36.3,10,7,03,2018,465
35.8,9.3,7,03,2018,491
44.7,2.6,1,04,2018,741
46.2,10,1,04,2018,656
36.3,10,1,04,2018,625
37.7,8.1,1,04,2018,562
46.4,10,1,04,2018,675
44.7,10,2,04,2018,671
45.6,8.4,2,04,2018,600
37.7,9.1,2,04,2018,668
35.3,9.3,2,04,2018,551
37.9,10,3,04,2018,612
41.9,10,3,04,2018,662
47.3,3.5,3,04,2018,554
49.2,7.1,3,04,2018,626
39.9,10,4,04,2018,531
50,3.2,4,04,2018,729
41.8,9.6,4,04,2018,706
42.8,10,4,04,2018,610
43.2,10,5,04,2018,707
47.7,6.7,5,04,2018,755
48.8,7.8,5,04,2018,690
38,9.4,5,04,2018,515
44.6,10,6,04,2018,584
49.5,5.1,6,04,2018,604
43.5,8.7,6,04,2018,487
47.7,7,6,04,2018,624
39.7,9,7,04,2018,510
46.3,10,7,04,2018,568
44.2,10,7,04,2018,399
50.5,9.2,7,04,2018,505
37.9,9.5,7,04,2018,468
53,8.7,1,05,2018,695
50.5,6.4,1,05,2018,689
53.4,5.8,1,05,2018,409
60.9,9.5,1,05,2018,626
54.6,10,2,05,2018,689
53.9,3,2,05,2018,778
57.7,6,2,05,2018,809
48.4,4.9,2,05,2018,736
48.4,10,2,05,2018,713
55.3,9.3,3,05,2018,686
59.2,6.4,3,05,2018,708
57.3,6.9,3,05,2018,729
54.5,10,3,05,2018,792
51.2,4,3,05,2018,711
51,6.2,4,05,2018,663
55.1,3.7,4,05,2018,698
54.1,5.3,4,05,2018,732
56.3,9.6,4,05,2018,770
54,9.5,4,05,2018,790
52.2,5.7,5,05,2018,616
56.8,8.1,5,05,2018,805
56.5,8,5,05,2018,799
53.3,7.8,5,05,2018,723
49.6,6,6,05,2018,583
48.9,9.5,6,05,2018,602
58.8,7.1,6,05,2018,601
58,9.2,6,05,2018,602
49.7,9.7,7,05,2018,529
52.5,8.1,7,05,2018,495
53.7,6,7,05,2018,487
56.5,0.7,7,05,2018,578
51,6.2,1,06,2018,698
62.9,9.1,1,06,2018,808
63.8,6.1,1,06,2018,733
56.2,10,1,06,2018,686
55.3,10,2,06,2018,720
54.5,9.4,2,06,2018,688
60.7,10,2,06,2018,762
67.7,6.3,2,06,2018,812
54.8,9.7,3,06,2018,651
62.7,10,3,06,2018,540
62.8,7.9,3,06,2018,698
59.4,7.9,3,06,2018,706
63.4,8.1,4,06,2018,815
51.5,10,4,06,2018,693
63.8,5.3,4,06,2018,833
64.1,6.3,4,06,2018,737
59,9.3,5,06,2018,728
54.8,7.9,5,06,2018,757
61.1,5.5,5,06,2018,728
68,4.4,5,06,2018,845
58.6,4.8,5,06,2018,751
62.9,9.8,6,06,2018,706
59.2,5.7,6,06,2018,513
63.1,4.4,6,06,2018,622
71.1,10,6,06,2018,651
62.8,9.3,6,06,2018,677
61.5,9.4,7,06,2018,533
66.7,10,7,06,2018,627
62.7,3.7,7,06,2018,553
52.8,10,7,06,2018,525
60.9,10,1,07,2018,672
68.7,2.6,1,07,2018,719
69.9,7.3,1,07,2018,614
68.4,8.7,1,07,2018,719
71.3,9.9,1,07,2018,580
67.2,9.9,2,07,2018,727
68.9,8.4,2,07,2018,709
66.9,2.9,2,07,2018,678
69.2,5.7,2,07,2018,654
70.5,4.6,2,07,2018,680
68.3,9.3,3,07,2018,627
69.8,5,3,07,2018,657
71.2,7.9,3,07,2018,688
71.7,4.8,3,07,2018,406
67.9,10,4,07,2018,739
69.8,4.7,4,07,2018,606
71.7,1.6,4,07,2018,720
68.2,10,4,07,2018,642
64.8,10,5,07,2018,726
64.3,10,5,07,2018,700
70.6,2.1,5,07,2018,753
70.6,4.8,5,07,2018,654
59.8,6.8,6,07,2018,622
64.9,10,6,07,2018,577
69.7,1.4,6,07,2018,637
67.3,9.9,6,07,2018,526
66.5,3.2,7,07,2018,540
65.5,8.6,7,07,2018,564
72.9,6.5,7,07,2018,463
70.8,8.8,7,07,2018,563
61.7,10,7,07,2018,545
66.7,4.7,1,08,2018,562
74.8,6.3,1,08,2018,632
69.1,7.7,1,08,2018,617
73.1,9.1,1,08,2018,651
75.8,6.7,2,08,2018,658
66.7,7.1,2,08,2018,580
72.8,4.5,2,08,2018,701
73,3.5,2,08,2018,715
69.2,7.5,3,08,2018,660
74.6,5.9,3,08,2018,656
74.1,9.4,3,08,2018,645
75.3,5.5,3,08,2018,685
68.1,4.8,3,08,2018,599
73.7,5.4,4,08,2018,722
74.9,3.6,4,08,2018,709
77.2,9.1,4,08,2018,647
76.2,7,4,08,2018,736
70,9.7,4,08,2018,610
76.9,9.6,5,08,2018,707
67.1,10,5,08,2018,681
69.9,10,5,08,2018,623
74.9,6.3,5,08,2018,703
73.7,4.6,5,08,2018,749
68.8,9,6,08,2018,568
66.5,9,6,08,2018,552
73.9,5.9,6,08,2018,579
71.8,4.4,6,08,2018,605
70.9,7.8,7,08,2018,499
68.2,10,7,08,2018,528
68.5,8.9,7,08,2018,490
74.3,8.8,7,08,2018,573
57.4,10,1,09,2018,594
69.9,9.2,1,09,2018,533
62.3,9.5,1,09,2018,650
65.6,7.9,1,09,2018,673
71,8.1,2,09,2018,740
68.9,7.4,2,09,2018,544
75.7,6.1,2,09,2018,786
60.5,8.7,2,09,2018,715
69.2,9.3,3,09,2018,768
71,3.1,3,09,2018,783
69.4,6.9,3,09,2018,755
66.5,7.8,3,09,2018,519
72.6,9.4,4,09,2018,822
66.1,6.3,4,09,2018,718
63.7,9.1,4,09,2018,659
66.3,8.5,4,09,2018,672
64.9,9.2,5,09,2018,684
71.1,10,5,09,2018,671
60.5,6.3,5,09,2018,712
60.6,10,5,09,2018,715
65.9,9.3,6,09,2018,596
66.6,10,6,09,2018,568
65,10,6,09,2018,529
68.8,9.6,6,09,2018,562
62.3,9.8,6,09,2018,604
63.9,6.8,7,09,2018,597
62.6,10,7,09,2018,556
67,10,7,09,2018,528
61,9.7,7,09,2018,510
59.8,10,7,09,2018,475
43.3,10,1,10,2018,650
57.1,9.1,1,10,2018,692
60.7,8.8,1,10,2018,501
54.9,9.8,1,10,2018,696
62,10,1,10,2018,583
51.5,9.9,2,10,2018,681
64.7,9.5,2,10,2018,613
57.1,8.6,2,10,2018,688
47.9,10,2,10,2018,721
63.1,10,2,10,2018,628
45.9,10,3,10,2018,646
64.4,7.7,3,10,2018,778
55.6,10,3,10,2018,699
66.2,3.9,3,10,2018,708
48.8,10,3,10,2018,719
67.2,4.1,4,10,2018,741
45.6,10,4,10,2018,735
60,9.6,4,10,2018,717
45.3,10,4,10,2018,763
63.1,5.2,5,10,2018,830
49.2,10,5,10,2018,787
62.2,9.8,5,10,2018,796
39.8,10,5,10,2018,747
55.5,10,6,10,2018,544
53.2,10,6,10,2018,577
59.5,9,6,10,2018,629
50,5.7,6,10,2018,757
64.4,8,7,10,2018,529
52.8,10,7,10,2018,516
48.5,9.1,7,10,2018,593
